"Notes","County","County Code","2023 Urbanization","2023 Urbanization Code","Year","Year Code",Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval
,"Maricopa County, AZ","04013","Large Central Metro","1","2022","2022",147,Not Available,Not Available,Not Available,Not Available
,"Maricopa County, AZ","04013","Large Central Metro","1","2023","2023",170,Not Available,Not Available,Not Available,Not Available
,"Maricopa County, AZ","04013","Large Central Metro","1","2024 ","2024",162,Not Available,Not Available,Not Available,Not Available
,"Pima County, AZ","04019","Large Central Metro","1","2018","2018",26,1039073,2.5,1.6,3.7
,"Pima County, AZ","04019","Large Central Metro","1","2019","2019",39,1047279,3.7,2.6,5.1
,"Pima County, AZ","04019","Large Central Metro","1","2020","2020",54,1061175,5.1,3.8,6.6
,"Pima County, AZ","04019","Large Central Metro","1","2021","2021",53,1052030,5.0,3.8,6.6
,"Pima County, AZ","04019","Large Central Metro","1","2022","2022",63,Not Available,Not Available,Not Available,Not Available
,"Pima County, AZ","04019","Large Central Metro","1","2023","2023",56,Not Available,Not Available,Not Available,Not Available
,"Pima County, AZ","04019","Large Central Metro","1","2024 ","2024",52,Not Available,Not Available,Not Available,Not Available
,"Pinal County, AZ","04021","Large Fringe Metro","2","2024 ","2024",12,Not Available,Not Available,Not Available,Not Available
,"Pulaski County, AR","05119","Medium Metro","3","2019","2019",11,391911,2.8,1.4,5.0
,"Pulaski County, AR","05119","Medium Metro","3","2020","2020",10,392980,2.5,1.2,4.7
,"Pulaski County, AR","05119","Medium Metro","3","2021","2021",24,397821,6.0,3.9,9.0
,"Pulaski County, AR","05119","Medium Metro","3","2022","2022",31,Not Available,Not Available,Not Available,Not Available
,"Pulaski County, AR","05119","Medium Metro","3","2023","2023",18,Not Available,Not Available,Not Available,Not Available
,"Alameda County, CA","06001","Large Central Metro","1","2018","2018",33,1666753,2.0,1.4,2.8
,"Alameda County, CA","06001","Large Central Metro","1","2019","2019",43,1671329,2.6,1.9,3.5
,"Alameda County, CA","06001","Large Central Metro","1","2020","2020",37,1662323,2.2,1.6,3.1
,"Alameda County, CA","06001","Large Central Metro","1","2021","2021",60,1648556,3.6,2.8,4.7
,"Alameda County, CA","06001","Large Central Metro","1","2022","2022",73,Not Available,Not Available,Not Available,Not Available
,"Alameda County, CA","06001","Large Central Metro","1","2023","2023",122,Not Available,Not Available,Not Available,Not Available
,"Alameda County, CA","06001","Large Central Metro","1","2024 ","2024",95,Not Available,Not Available,Not Available,Not Available
,"Contra Costa County, CA","06013","Large Fringe Metro","2","2018","2018",23,1150215,2.0,1.3,3.0
,"Contra Costa County, CA","06013","Large Fringe Metro","2","2019","2019",24,1153526,2.1,1.3,3.1
,"Contra Costa County, CA","06013","Large Fringe Metro","2","2020","2020",32,1152333,2.8,1.9,3.9
,"Contra Costa County, CA","06013","Large Fringe Metro","2","2021","2021",40,1161413,3.4,2.5,4.7
,"Contra Costa County, CA","06013","Large Fringe Metro","2","2022","2022",45,Not Available,Not Available,Not Available,Not Available
,"Contra Costa County, CA","06013","Large Fringe Metro","2","2023","2023",45,Not Available,Not Available,Not Available,Not Available
,"Contra Costa County, CA","06013","Large Fringe Metro","2","2024 ","2024",38,Not Available,Not Available,Not Available,Not Available
,"Fresno County, CA","06019","Large Central Metro","1","2019","2019",11,999101,1.1,0.5,2.0
,"Fresno County, CA","06019","Large Central Metro","1","2020","2020",17,1000918,1.7,1.0,2.7
,"Fresno County, CA","06019","Large Central Metro","1","2021","2021",14,1013581,1.4,0.8,2.3
,"Fresno County, CA","06019","Large Central Metro","1","2022","2022",20,Not Available,Not Available,Not Available,Not Available
,"Fresno County, CA","06019","Large Central Metro","1","2023","2023",25,Not Available,Not Available,Not Available,Not Available
,"Fresno County, CA","06019","Large Central Metro","1","2024 ","2024",21,Not Available,Not Available,Not Available,Not Available
,"Kern County, CA","06029","Medium Metro","3","2018","2018",15,896764,1.7,0.9,2.8
,"Kern County, CA","06029","Medium Metro","3","2019","2019",17,900202,1.9,1.1,3.0
,"Kern County, CA","06029","Medium Metro","3","2020","2020",22,901362,2.4,1.5,3.7
,"Kern County, CA","06029","Medium Metro","3","2021","2021",36,917673,3.9,2.7,5.4
,"Kern County, CA","06029","Medium Metro","3","2022","2022",36,Not Available,Not Available,Not Available,Not Available
,"Kern County, CA","06029","Medium Metro","3","2023","2023",47,Not Available,Not Available,Not Available,Not Available
,"Kern County, CA","06029","Medium Metro","3","2024 ","2024",29,Not Available,Not Available,Not Available,Not Available
,"Los Angeles County, CA","06037","Large Central Metro","1","2018","2018",177,10105518,1.8,1.5,2.0
,"Los Angeles County, CA","06037","Large Central Metro","1","2019","2019",232,10039107,2.3,2.0,2.6
,"Los Angeles County, CA","06037","Large Central Metro","1","2020","2020",325,9943046,3.3,2.9,3.6
,"Los Angeles County, CA","06037","Large Central Metro","1","2021","2021",377,9829544,3.8,3.4,4.2
,"Los Angeles County, CA","06037","Large Central Metro","1","2022","2022",403,Not Available,Not Available,Not Available,Not Available
,"Los Angeles County, CA","06037","Large Central Metro","1","2023","2023",443,Not Available,Not Available,Not Available,Not Available
,"Los Angeles County, CA","06037","Large Central Metro","1","2024 ","2024",303,Not Available,Not Available,Not Available,Not Available
,"Marin County, CA","06041","Large Fringe Metro","2","2021","2021",10,260206,3.8,1.8,7.1
,"Marin County, CA","06041","Large Fringe Metro","2","2022","2022",17,Not Available,Not Available,Not Available,Not Available
,"Marin County, CA","06041","Large Fringe Metro","2","2023","2023",11,Not Available,Not Available,Not Available,Not Available
,"Monterey County, CA","06053","Medium Metro","3","2020","2020",10,430906,2.3,1.1,4.3
,"Monterey County, CA","06053","Medium Metro","3","2023","2023",12,Not Available,Not Available,Not Available,Not Available
,"Monterey County, CA","06053","Medium Metro","3","2024 ","2024",12,Not Available,Not Available,Not Available,Not Available
,"Orange County, CA","06059","Large Central Metro","1","2018","2018",33,3185968,1.0,0.7,1.5
,"Orange County, CA","06059","Large Central Metro","1","2019","2019",44,3175692,1.4,1.0,1.9
,"Orange County, CA","06059","Large Central Metro","1","2020","2020",77,3166857,2.4,1.9,3.0
,"Orange County, CA","06059","Large Central Metro","1","2021","2021",68,3167809,2.1,1.7,2.7
,"Orange County, CA","06059","Large Central Metro","1","2022","2022",78,Not Available,Not Available,Not Available,Not Available
,"Orange County, CA","06059","Large Central Metro","1","2023","2023",72,Not Available,Not Available,Not Available,Not Available
,"Orange County, CA","06059","Large Central Metro","1","2024 ","2024",63,Not Available,Not Available,Not Available,Not Available
,"Placer County, CA","06061","Large Fringe Metro","2","2021","2021",11,412300,2.7,1.3,4.8
,"Riverside County, CA","06065","Large Central Metro","1","2018","2018",24,2450758,1.0,0.6,1.5
,"Riverside County, CA","06065","Large Central Metro","1","2019","2019",46,2470546,1.9,1.4,2.5
,"Riverside County, CA","06065","Large Central Metro","1","2020","2020",75,2489188,3.0,2.4,3.8
,"Riverside County, CA","06065","Large Central Metro","1","2021","2021",85,2458395,3.5,2.8,4.3
,"Riverside County, CA","06065","Large Central Metro","1","2022","2022",84,Not Available,Not Available,Not Available,Not Available
,"Riverside County, CA","06065","Large Central Metro","1","2023","2023",86,Not Available,Not Available,Not Available,Not Available
,"Riverside County, CA","06065","Large Central Metro","1","2024 ","2024",76,Not Available,Not Available,Not Available,Not Available
,"Sacramento County, CA","06067","Large Central Metro","1","2018","2018",30,1540975,1.9,1.3,2.8
,"Sacramento County, CA","06067","Large Central Metro","1","2019","2019",35,1552058,2.3,1.6,3.1
,"Sacramento County, CA","06067","Large Central Metro","1","2020","2020",29,1559146,1.9,1.2,2.7
,"Sacramento County, CA","06067","Large Central Metro","1","2021","2021",56,1588921,3.5,2.7,4.6
,"Sacramento County, CA","06067","Large Central Metro","1","2022","2022",52,Not Available,Not Available,Not Available,Not Available
,"Sacramento County, CA","06067","Large Central Metro","1","2023","2023",69,Not Available,Not Available,Not Available,Not Available
,"Sacramento County, CA","06067","Large Central Metro","1","2024 ","2024",51,Not Available,Not Available,Not Available,Not Available
,"San Bernardino County, CA","06071","Large Fringe Metro","2","2018","2018",26,2171603,1.2,0.8,1.8
,"San Bernardino County, CA","06071","Large Fringe Metro","2","2019","2019",21,2180085,1.0,0.6,1.5
,"San Bernardino County, CA","06071","Large Fringe Metro","2","2020","2020",41,2189183,1.9,1.3,2.5
,"San Bernardino County, CA","06071","Large Fringe Metro","2","2021","2021",45,2194710,2.1,1.5,2.7
,"San Bernardino County, CA","06071","Large Fringe Metro","2","2022","2022",33,Not Available,Not Available,Not Available,Not Available
,"San Bernardino County, CA","06071","Large Fringe Metro","2","2023","2023",39,Not Available,Not Available,Not Available,Not Available
,"San Bernardino County, CA","06071","Large Fringe Metro","2","2024 ","2024",39,Not Available,Not Available,Not Available,Not Available
,"San Diego County, CA","06073","Large Central Metro","1","2018","2018",60,3343364,1.8,1.4,2.3
,"San Diego County, CA","06073","Large Central Metro","1","2019","2019",52,3338330,1.6,1.2,2.0
,"San Diego County, CA","06073","Large Central Metro","1","2020","2020",109,3332427,3.3,2.7,3.9
,"San Diego County, CA","06073","Large Central Metro","1","2021","2021",128,3286069,3.9,3.2,4.6
,"San Diego County, CA","06073","Large Central Metro","1","2022","2022",115,Not Available,Not Available,Not Available,Not Available
,"San Diego County, CA","06073","Large Central Metro","1","2023","2023",93,Not Available,Not Available,Not Available,Not Available
,"San Diego County, CA","06073","Large Central Metro","1","2024 ","2024",70,Not Available,Not Available,Not Available,Not Available
,"San Francisco County, CA","06075","Large Central Metro","1","2018","2018",96,883305,10.9,8.8,13.3
,"San Francisco County, CA","06075","Large Central Metro","1","2019","2019",177,881549,20.1,17.1,23.0
,"San Francisco County, CA","06075","Large Central Metro","1","2020","2020",217,866606,25.0,21.7,28.4
,"San Francisco County, CA","06075","Large Central Metro","1","2021","2021",201,815201,24.7,21.2,28.1
,"San Francisco County, CA","06075","Large Central Metro","1","2022","2022",202,Not Available,Not Available,Not Available,Not Available
,"San Francisco County, CA","06075","Large Central Metro","1","2023","2023",298,Not Available,Not Available,Not Available,Not Available
,"San Francisco County, CA","06075","Large Central Metro","1","2024 ","2024",222,Not Available,Not Available,Not Available,Not Available
,"San Joaquin County, CA","06077","Medium Metro","3","2019","2019",18,762148,2.4,1.4,3.7
,"San Joaquin County, CA","06077","Medium Metro","3","2020","2020",30,767967,3.9,2.6,5.6
,"San Joaquin County, CA","06077","Medium Metro","3","2021","2021",28,789410,3.5,2.4,5.1
,"San Joaquin County, CA","06077","Medium Metro","3","2022","2022",15,Not Available,Not Available,Not Available,Not Available
,"San Joaquin County, CA","06077","Medium Metro","3","2023","2023",41,Not Available,Not Available,Not Available,Not Available
,"San Joaquin County, CA","06077","Medium Metro","3","2024 ","2024",37,Not Available,Not Available,Not Available,Not Available
,"San Mateo County, CA","06081","Large Fringe Metro","2","2019","2019",20,766573,2.6,1.6,4.0
,"San Mateo County, CA","06081","Large Fringe Metro","2","2020","2020",21,758308,2.8,1.7,4.2
,"San Mateo County, CA","06081","Large Fringe Metro","2","2021","2021",32,737888,4.3,3.0,6.1
,"San Mateo County, CA","06081","Large Fringe Metro","2","2022","2022",24,Not Available,Not Available,Not Available,Not Available
,"San Mateo County, CA","06081","Large Fringe Metro","2","2023","2023",21,Not Available,Not Available,Not Available,Not Available
,"San Mateo County, CA","06081","Large Fringe Metro","2","2024 ","2024",21,Not Available,Not Available,Not Available,Not Available
,"Santa Clara County, CA","06085","Large Central Metro","1","2018","2018",10,1937570,0.5,0.2,0.9
,"Santa Clara County, CA","06085","Large Central Metro","1","2019","2019",22,1927852,1.1,0.7,1.7
,"Santa Clara County, CA","06085","Large Central Metro","1","2020","2020",32,1907105,1.7,1.1,2.4
,"Santa Clara County, CA","06085","Large Central Metro","1","2021","2021",34,1885508,1.8,1.2,2.5
,"Santa Clara County, CA","06085","Large Central Metro","1","2022","2022",33,Not Available,Not Available,Not Available,Not Available
,"Santa Clara County, CA","06085","Large Central Metro","1","2023","2023",41,Not Available,Not Available,Not Available,Not Available
,"Santa Clara County, CA","06085","Large Central Metro","1","2024 ","2024",34,Not Available,Not Available,Not Available,Not Available
,"Santa Cruz County, CA","06087","Medium Metro","3","2021","2021",11,267792,4.1,2.1,7.3
,"Santa Cruz County, CA","06087","Medium Metro","3","2023","2023",14,Not Available,Not Available,Not Available,Not Available
,"Santa Cruz County, CA","06087","Medium Metro","3","2024 ","2024",13,Not Available,Not Available,Not Available,Not Available
,"Solano County, CA","06095","Medium Metro","3","2018","2018",10,446610,2.2,1.1,4.1
,"Solano County, CA","06095","Medium Metro","3","2020","2020",12,446935,2.7,1.4,4.7
,"Solano County, CA","06095","Medium Metro","3","2021","2021",12,451716,2.7,1.4,4.6
,"Solano County, CA","06095","Medium Metro","3","2022","2022",10,Not Available,Not Available,Not Available,Not Available
,"Solano County, CA","06095","Medium Metro","3","2023","2023",13,Not Available,Not Available,Not Available,Not Available
,"Solano County, CA","06095","Medium Metro","3","2024 ","2024",13,Not Available,Not Available,Not Available,Not Available
,"Sonoma County, CA","06097","Medium Metro","3","2020","2020",16,489819,3.3,1.9,5.3
,"Sonoma County, CA","06097","Medium Metro","3","2021","2021",13,485887,2.7,1.4,4.6
,"Sonoma County, CA","06097","Medium Metro","3","2022","2022",13,Not Available,Not Available,Not Available,Not Available
,"Sonoma County, CA","06097","Medium Metro","3","2023","2023",10,Not Available,Not Available,Not Available,Not Available
,"Sonoma County, CA","06097","Medium Metro","3","2024 ","2024",12,Not Available,Not Available,Not Available,Not Available
,"Stanislaus County, CA","06099","Medium Metro","3","2021","2021",11,552999,2.0,1.0,3.6
,"Stanislaus County, CA","06099","Medium Metro","3","2022","2022",18,Not Available,Not Available,Not Available,Not Available
,"Stanislaus County, CA","06099","Medium Metro","3","2023","2023",19,Not Available,Not Available,Not Available,Not Available
,"Ventura County, CA","06111","Medium Metro","3","2020","2020",14,841387,1.7,0.9,2.8
,"Ventura County, CA","06111","Medium Metro","3","2021","2021",24,839784,2.9,1.8,4.3
,"Ventura County, CA","06111","Medium Metro","3","2023","2023",21,Not Available,Not Available,Not Available,Not Available
,"Ventura County, CA","06111","Medium Metro","3","2024 ","2024",10,Not Available,Not Available,Not Available,Not Available
,"Adams County, CO","08001","Large Fringe Metro","2","2018","2018",17,511868,3.3,1.9,5.3
,"Adams County, CO","08001","Large Fringe Metro","2","2019","2019",14,517421,2.7,1.5,4.5
,"Adams County, CO","08001","Large Fringe Metro","2","2020","2020",18,519883,3.5,2.1,5.5
,"Adams County, CO","08001","Large Fringe Metro","2","2021","2021",25,522140,4.8,3.1,7.1
,"Adams County, CO","08001","Large Fringe Metro","2","2022","2022",38,Not Available,Not Available,Not Available,Not Available
,"Adams County, CO","08001","Large Fringe Metro","2","2023","2023",37,Not Available,Not Available,Not Available,Not Available
,"Adams County, CO","08001","Large Fringe Metro","2","2024 ","2024",24,Not Available,Not Available,Not Available,Not Available
,"Arapahoe County, CO","08005","Large Central Metro","1","2018","2018",21,651215,3.2,2.0,4.9
,"Arapahoe County, CO","08005","Large Central Metro","1","2019","2019",23,656590,3.5,2.2,5.3
,"Arapahoe County, CO","08005","Large Central Metro","1","2020","2020",44,657452,6.7,4.9,9.0
,"Arapahoe County, CO","08005","Large Central Metro","1","2021","2021",45,654900,6.9,5.0,9.2
,"Arapahoe County, CO","08005","Large Central Metro","1","2022","2022",35,Not Available,Not Available,Not Available,Not Available
,"Arapahoe County, CO","08005","Large Central Metro","1","2023","2023",38,Not Available,Not Available,Not Available,Not Available
,"Arapahoe County, CO","08005","Large Central Metro","1","2024 ","2024",34,Not Available,Not Available,Not Available,Not Available
,"Boulder County, CO","08013","Medium Metro","3","2021","2021",14,329543,4.2,2.3,7.1
,"Boulder County, CO","08013","Medium Metro","3","2022","2022",12,Not Available,Not Available,Not Available,Not Available
,"Boulder County, CO","08013","Medium Metro","3","2023","2023",15,Not Available,Not Available,Not Available,Not Available
,"Denver County, CO","08031","Large Central Metro","1","2018","2018",27,716492,3.8,2.5,5.5
,"Denver County, CO","08031","Large Central Metro","1","2019","2019",22,727211,3.0,1.9,4.6
,"Denver County, CO","08031","Large Central Metro","1","2020","2020",59,735538,8.0,6.1,10.3
,"Denver County, CO","08031","Large Central Metro","1","2021","2021",65,711463,9.1,7.1,11.6
,"Denver County, CO","08031","Large Central Metro","1","2022","2022",67,Not Available,Not Available,Not Available,Not Available
,"Denver County, CO","08031","Large Central Metro","1","2023","2023",91,Not Available,Not Available,Not Available,Not Available
,"Denver County, CO","08031","Large Central Metro","1","2024 ","2024",82,Not Available,Not Available,Not Available,Not Available
,"El Paso County, CO","08041","Medium Metro","3","2018","2018",23,713856,3.2,2.0,4.8
,"El Paso County, CO","08041","Medium Metro","3","2019","2019",27,720403,3.7,2.5,5.5
,"El Paso County, CO","08041","Medium Metro","3","2020","2020",33,728310,4.5,3.1,6.4
,"El Paso County, CO","08041","Medium Metro","3","2021","2021",42,737867,5.7,4.1,7.7
,"El Paso County, CO","08041","Medium Metro","3","2022","2022",39,Not Available,Not Available,Not Available,Not Available
,"El Paso County, CO","08041","Medium Metro","3","2023","2023",35,Not Available,Not Available,Not Available,Not Available
,"El Paso County, CO","08041","Medium Metro","3","2024 ","2024",44,Not Available,Not Available,Not Available,Not Available
,"Jefferson County, CO","08059","Large Fringe Metro","2","2019","2019",10,582881,1.7,0.8,3.2
,"Jefferson County, CO","08059","Large Fringe Metro","2","2020","2020",19,583283,3.3,2.0,5.1
,"Jefferson County, CO","08059","Large Fringe Metro","2","2021","2021",29,579581,5.0,3.4,7.2
,"Jefferson County, CO","08059","Large Fringe Metro","2","2022","2022",24,Not Available,Not Available,Not Available,Not Available
,"Jefferson County, CO","08059","Large Fringe Metro","2","2023","2023",29,Not Available,Not Available,Not Available,Not Available
,"Jefferson County, CO","08059","Large Fringe Metro","2","2024 ","2024",26,Not Available,Not Available,Not Available,Not Available
,"Weld County, CO","08123","Medium Metro","3","2021","2021",12,340036,3.5,1.8,6.2
,"Fairfield County, CT","09001","Not Available","9","2018","2018",51,943823,5.4,4.0,7.1
,"Fairfield County, CT","09001","Not Available","9","2019","2019",58,943332,6.1,4.7,7.9
,"Fairfield County, CT","09001","Not Available","9","2020","2020",68,942426,7.2,5.6,9.1
,"Fairfield County, CT","09001","Not Available","9","2021","2021",73,959768,7.6,6.0,9.6
,"Fairfield County, CT","09001","Not Available","9","2022","2022",99,Not Available,Not Available,Not Available,Not Available
,"Fairfield County, CT","09001","Not Available","9","2023","2023",120,Not Available,Not Available,Not Available,Not Available
,"Fairfield County, CT","09001","Not Available","9","2024 ","2024",87,Not Available,Not Available,Not Available,Not Available
,"Hartford County, CT","09003","Not Available","9","2018","2018",92,892697,10.3,8.3,12.6
,"Hartford County, CT","09003","Not Available","9","2019","2019",112,891720,12.6,10.2,14.9
,"Hartford County, CT","09003","Not Available","9","2020","2020",125,889226,14.1,11.6,16.5
,"Hartford County, CT","09003","Not Available","9","2021","2021",150,896854,16.7,14.0,19.4
,"Hartford County, CT","09003","Not Available","9","2022","2022",159,Not Available,Not Available,Not Available,Not Available
,"Hartford County, CT","09003","Not Available","9","2023","2023",167,Not Available,Not Available,Not Available,Not Available
,"Hartford County, CT","09003","Not Available","9","2024 ","2024",151,Not Available,Not Available,Not Available,Not Available
,"Litchfield County, CT","09005","Not Available","9","2018","2018",19,181111,10.5,6.3,16.4
,"Litchfield County, CT","09005","Not Available","9","2019","2019",23,180333,12.8,8.1,19.1
,"Litchfield County, CT","09005","Not Available","9","2020","2020",24,179610,13.4,8.6,19.9
,"Litchfield County, CT","09005","Not Available","9","2021","2021",19,185000,10.3,6.2,16.0
,"Litchfield County, CT","09005","Not Available","9","2022","2022",22,Not Available,Not Available,Not Available,Not Available
,"Litchfield County, CT","09005","Not Available","9","2023","2023",26,Not Available,Not Available,Not Available,Not Available
,"Litchfield County, CT","09005","Not Available","9","2024 ","2024",18,Not Available,Not Available,Not Available,Not Available
,"Middlesex County, CT","09007","Not Available","9","2018","2018",20,162682,12.3,7.5,19.0
,"Middlesex County, CT","09007","Not Available","9","2019","2019",15,162436,9.2,5.2,15.2
,"Middlesex County, CT","09007","Not Available","9","2020","2020",15,161657,9.3,5.2,15.3
,"Middlesex County, CT","09007","Not Available","9","2021","2021",23,164759,14.0,8.8,20.9
,"Middlesex County, CT","09007","Not Available","9","2022","2022",14,Not Available,Not Available,Not Available,Not Available
,"Middlesex County, CT","09007","Not Available","9","2023","2023",19,Not Available,Not Available,Not Available,Not Available
,"Middlesex County, CT","09007","Not Available","9","2024 ","2024",28,Not Available,Not Available,Not Available,Not Available
,"New Haven County, CT","09009","Not Available","9","2018","2018",87,857620,10.1,8.1,12.5
,"New Haven County, CT","09009","Not Available","9","2019","2019",100,854757,11.7,9.4,14.0
,"New Haven County, CT","09009","Not Available","9","2020","2020",140,851948,16.4,13.7,19.2
,"New Haven County, CT","09009","Not Available","9","2021","2021",193,863700,22.3,19.2,25.5
,"New Haven County, CT","09009","Not Available","9","2022","2022",206,Not Available,Not Available,Not Available,Not Available
,"New Haven County, CT","09009","Not Available","9","2023","2023",223,Not Available,Not Available,Not Available,Not Available
,"New Haven County, CT","09009","Not Available","9","2024 ","2024",148,Not Available,Not Available,Not Available,Not Available
,"New London County, CT","09011","Not Available","9","2018","2018",17,266784,6.4,3.7,10.2
,"New London County, CT","09011","Not Available","9","2019","2019",37,265206,14.0,9.8,19.2
,"New London County, CT","09011","Not Available","9","2020","2020",24,264999,9.1,5.8,13.5
,"New London County, CT","09011","Not Available","9","2021","2021",56,268805,20.8,15.7,27.1
,"New London County, CT","09011","Not Available","9","2022","2022",48,Not Available,Not Available,Not Available,Not Available
,"New London County, CT","09011","Not Available","9","2023","2023",35,Not Available,Not Available,Not Available,Not Available
,"New London County, CT","09011","Not Available","9","2024 ","2024",52,Not Available,Not Available,Not Available,Not Available
,"Tolland County, CT","09013","Not Available","9","2018","2018",14,150921,9.3,5.1,15.6
,"Tolland County, CT","09013","Not Available","9","2020","2020",13,150600,8.6,4.6,14.8
,"Tolland County, CT","09013","Not Available","9","2021","2021",16,150293,10.6,6.1,17.3
,"Tolland County, CT","09013","Not Available","9","2023","2023",11,Not Available,Not Available,Not Available,Not Available
,"Tolland County, CT","09013","Not Available","9","2024 ","2024",14,Not Available,Not Available,Not Available,Not Available
,"Windham County, CT","09015","Not Available","9","2018","2018",11,117027,9.4,4.7,16.8
,"Windham County, CT","09015","Not Available","9","2019","2019",15,116782,12.8,7.2,21.2
,"Windham County, CT","09015","Not Available","9","2020","2020",10,116540,8.6,4.1,15.8
,"Windham County, CT","09015","Not Available","9","2021","2021",14,116418,12.0,6.6,20.2
,"Windham County, CT","09015","Not Available","9","2022","2022",18,Not Available,Not Available,Not Available,Not Available
,"Windham County, CT","09015","Not Available","9","2023","2023",24,Not Available,Not Available,Not Available,Not Available
,"Windham County, CT","09015","Not Available","9","2024 ","2024",13,Not Available,Not Available,Not Available,Not Available
,"Kent County, DE","10001","Small Metro","4","2018","2018",24,178550,13.4,8.6,20.0
,"Kent County, DE","10001","Small Metro","4","2019","2019",25,180786,13.8,8.9,20.4
,"Kent County, DE","10001","Small Metro","4","2020","2020",20,183643,10.9,6.7,16.8
,"Kent County, DE","10001","Small Metro","4","2021","2021",32,184149,17.4,11.9,24.5
,"Kent County, DE","10001","Small Metro","4","2022","2022",36,Not Available,Not Available,Not Available,Not Available
,"Kent County, DE","10001","Small Metro","4","2023","2023",48,Not Available,Not Available,Not Available,Not Available
,"Kent County, DE","10001","Small Metro","4","2024 ","2024",29,Not Available,Not Available,Not Available,Not Available
,"New Castle County, DE","10003","Large Fringe Metro","2","2018","2018",84,559335,15.0,12.0,18.6
,"New Castle County, DE","10003","Large Fringe Metro","2","2019","2019",107,558753,19.1,15.5,22.8
,"New Castle County, DE","10003","Large Fringe Metro","2","2020","2020",85,561531,15.1,12.1,18.7
,"New Castle County, DE","10003","Large Fringe Metro","2","2021","2021",134,571708,23.4,19.5,27.4
,"New Castle County, DE","10003","Large Fringe Metro","2","2022","2022",136,Not Available,Not Available,Not Available,Not Available
,"New Castle County, DE","10003","Large Fringe Metro","2","2023","2023",144,Not Available,Not Available,Not Available,Not Available
,"New Castle County, DE","10003","Large Fringe Metro","2","2024 ","2024",101,Not Available,Not Available,Not Available,Not Available
,"Sussex County, DE","10005","Micropolitan (Nonmetro)","5","2018","2018",34,229286,14.8,10.3,20.7
