"Notes","County","County Code","Education","Education Code","Year","Year Code",Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval
,"Madison County, AL","01089","9th through 12th grade with no diploma","2","2021","2021",23,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Madison County, AL","01089","9th through 12th grade with no diploma","2","2022","2022",12,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Madison County, AL","01089","9th through 12th grade with no diploma","2","2023","2023",22,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Madison County, AL","01089","9th through 12th grade with no diploma","2","2024 ","2024",17,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Madison County, AL","01089","High school graduate or GED completed","3","2021","2021",44,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Madison County, AL","01089","High school graduate or GED completed","3","2022","2022",40,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Madison County, AL","01089","High school graduate or GED completed","3","2023","2023",37,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Madison County, AL","01089","High school graduate or GED completed","3","2024 ","2024",23,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Madison County, AL","01089","Some college credit, but not a degree.","4","2021","2021",12,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Madison County, AL","01089","Associate degree (AA,AS)","5","2021","2021",12,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Madison County, AL","01089","Not Available","10","2019","2019",19,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Madison County, AL","01089","Not Available","10","2020","2020",51,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Marshall County, AL","01095","High school graduate or GED completed","3","2021","2021",11,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Marshall County, AL","01095","High school graduate or GED completed","3","2022","2022",11,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Mobile County, AL","01097","9th through 12th grade with no diploma","2","2021","2021",11,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Mobile County, AL","01097","9th through 12th grade with no diploma","2","2022","2022",21,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Mobile County, AL","01097","9th through 12th grade with no diploma","2","2023","2023",28,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Mobile County, AL","01097","9th through 12th grade with no diploma","2","2024 ","2024",17,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Mobile County, AL","01097","High school graduate or GED completed","3","2021","2021",29,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Mobile County, AL","01097","High school graduate or GED completed","3","2022","2022",43,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Mobile County, AL","01097","High school graduate or GED completed","3","2023","2023",35,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Mobile County, AL","01097","High school graduate or GED completed","3","2024 ","2024",29,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Mobile County, AL","01097","Not Available","10","2018","2018",13,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Mobile County, AL","01097","Not Available","10","2019","2019",14,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Mobile County, AL","01097","Not Available","10","2020","2020",29,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Montgomery County, AL","01101","High school graduate or GED completed","3","2021","2021",10,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Montgomery County, AL","01101","High school graduate or GED completed","3","2022","2022",17,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Montgomery County, AL","01101","High school graduate or GED completed","3","2023","2023",10,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Montgomery County, AL","01101","High school graduate or GED completed","3","2024 ","2024",14,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Montgomery County, AL","01101","Not Available","10","2020","2020",16,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Morgan County, AL","01103","High school graduate or GED completed","3","2022","2022",16,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Morgan County, AL","01103","High school graduate or GED completed","3","2023","2023",17,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"St. Clair County, AL","01115","9th through 12th grade with no diploma","2","2021","2021",10,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"St. Clair County, AL","01115","High school graduate or GED completed","3","2021","2021",18,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"St. Clair County, AL","01115","High school graduate or GED completed","3","2022","2022",10,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"St. Clair County, AL","01115","High school graduate or GED completed","3","2023","2023",16,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"St. Clair County, AL","01115","Not Available","10","2020","2020",11,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Shelby County, AL","01117","High school graduate or GED completed","3","2021","2021",24,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Shelby County, AL","01117","High school graduate or GED completed","3","2022","2022",15,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Shelby County, AL","01117","High school graduate or GED completed","3","2023","2023",20,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Shelby County, AL","01117","High school graduate or GED completed","3","2024 ","2024",17,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Shelby County, AL","01117","Some college credit, but not a degree.","4","2021","2021",13,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Shelby County, AL","01117","Not Available","10","2018","2018",10,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Shelby County, AL","01117","Not Available","10","2019","2019",12,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Shelby County, AL","01117","Not Available","10","2020","2020",13,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Tuscaloosa County, AL","01125","High school graduate or GED completed","3","2021","2021",13,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Tuscaloosa County, AL","01125","High school graduate or GED completed","3","2022","2022",16,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Tuscaloosa County, AL","01125","High school graduate or GED completed","3","2023","2023",11,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Tuscaloosa County, AL","01125","High school graduate or GED completed","3","2024 ","2024",12,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Tuscaloosa County, AL","01125","Not Available","10","2020","2020",18,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Walker County, AL","01127","9th through 12th grade with no diploma","2","2023","2023",15,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Walker County, AL","01127","High school graduate or GED completed","3","2022","2022",17,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Walker County, AL","01127","High school graduate or GED completed","3","2023","2023",18,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Walker County, AL","01127","High school graduate or GED completed","3","2024 ","2024",17,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Anchorage Borough, AK","02020","9th through 12th grade with no diploma","2","2021","2021",16,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Anchorage Borough, AK","02020","9th through 12th grade with no diploma","2","2022","2022",14,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Anchorage Borough, AK","02020","9th through 12th grade with no diploma","2","2023","2023",23,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Anchorage Borough, AK","02020","9th through 12th grade with no diploma","2","2024 ","2024",29,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Anchorage Borough, AK","02020","High school graduate or GED completed","3","2021","2021",32,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Anchorage Borough, AK","02020","High school graduate or GED completed","3","2022","2022",51,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Anchorage Borough, AK","02020","High school graduate or GED completed","3","2023","2023",96,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Anchorage Borough, AK","02020","High school graduate or GED completed","3","2024 ","2024",89,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Anchorage Borough, AK","02020","Some college credit, but not a degree.","4","2021","2021",17,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Anchorage Borough, AK","02020","Some college credit, but not a degree.","4","2023","2023",22,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Anchorage Borough, AK","02020","Some college credit, but not a degree.","4","2024 ","2024",19,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Anchorage Borough, AK","02020","Associate degree (AA,AS)","5","2023","2023",10,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Anchorage Borough, AK","02020","Not Available","10","2019","2019",10,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Anchorage Borough, AK","02020","Not Available","10","2020","2020",46,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Kenai Peninsula Borough, AK","02122","High school graduate or GED completed","3","2024 ","2024",10,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Matanuska-Susitna Borough, AK","02170","High school graduate or GED completed","3","2021","2021",10,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Matanuska-Susitna Borough, AK","02170","High school graduate or GED completed","3","2022","2022",13,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Matanuska-Susitna Borough, AK","02170","High school graduate or GED completed","3","2023","2023",19,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Matanuska-Susitna Borough, AK","02170","High school graduate or GED completed","3","2024 ","2024",23,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Matanuska-Susitna Borough, AK","02170","Not Available","10","2020","2020",12,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Apache County, AZ","04001","High school graduate or GED completed","3","2023","2023",13,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Apache County, AZ","04001","Not Available","10","2020","2020",12,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Cochise County, AZ","04003","Not Available","10","2020","2020",14,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Coconino County, AZ","04005","Not Available","10","2018","2018",12,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Coconino County, AZ","04005","Not Available","10","2020","2020",25,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Maricopa County, AZ","04013","8th grade or less","1","2021","2021",71,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Maricopa County, AZ","04013","8th grade or less","1","2022","2022",61,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Maricopa County, AZ","04013","8th grade or less","1","2023","2023",58,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Maricopa County, AZ","04013","8th grade or less","1","2024 ","2024",53,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Maricopa County, AZ","04013","9th through 12th grade with no diploma","2","2021","2021",233,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Maricopa County, AZ","04013","9th through 12th grade with no diploma","2","2022","2022",250,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Maricopa County, AZ","04013","9th through 12th grade with no diploma","2","2023","2023",235,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Maricopa County, AZ","04013","9th through 12th grade with no diploma","2","2024 ","2024",204,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Maricopa County, AZ","04013","High school graduate or GED completed","3","2021","2021",481,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Maricopa County, AZ","04013","High school graduate or GED completed","3","2022","2022",483,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Maricopa County, AZ","04013","High school graduate or GED completed","3","2023","2023",500,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Maricopa County, AZ","04013","High school graduate or GED completed","3","2024 ","2024",426,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Maricopa County, AZ","04013","Some college credit, but not a degree.","4","2021","2021",205,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Maricopa County, AZ","04013","Some college credit, but not a degree.","4","2022","2022",167,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Maricopa County, AZ","04013","Some college credit, but not a degree.","4","2023","2023",181,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Maricopa County, AZ","04013","Some college credit, but not a degree.","4","2024 ","2024",158,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Maricopa County, AZ","04013","Associate degree (AA,AS)","5","2021","2021",55,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Maricopa County, AZ","04013","Associate degree (AA,AS)","5","2022","2022",53,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Maricopa County, AZ","04013","Associate degree (AA,AS)","5","2023","2023",57,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Maricopa County, AZ","04013","Associate degree (AA,AS)","5","2024 ","2024",54,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Maricopa County, AZ","04013","Bachelor?s degree (BA, AB, BS)","6","2021","2021",55,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Maricopa County, AZ","04013","Bachelor?s degree (BA, AB, BS)","6","2022","2022",37,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Maricopa County, AZ","04013","Bachelor?s degree (BA, AB, BS)","6","2023","2023",44,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Maricopa County, AZ","04013","Bachelor?s degree (BA, AB, BS)","6","2024 ","2024",32,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Maricopa County, AZ","04013","Master?s degree (MA, MS, MEng, MEd, MSW, MBA)","7","2021","2021",16,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Maricopa County, AZ","04013","Master?s degree (MA, MS, MEng, MEd, MSW, MBA)","7","2022","2022",13,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Maricopa County, AZ","04013","Master?s degree (MA, MS, MEng, MEd, MSW, MBA)","7","2024 ","2024",10,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Maricopa County, AZ","04013","Unknown or Not Stated","9","2021","2021",49,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Maricopa County, AZ","04013","Unknown or Not Stated","9","2022","2022",61,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Maricopa County, AZ","04013","Unknown or Not Stated","9","2023","2023",81,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Maricopa County, AZ","04013","Unknown or Not Stated","9","2024 ","2024",65,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Maricopa County, AZ","04013","Not Available","10","2018","2018",420,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Maricopa County, AZ","04013","Not Available","10","2019","2019",612,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Maricopa County, AZ","04013","Not Available","10","2020","2020",1043,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Mohave County, AZ","04015","9th through 12th grade with no diploma","2","2022","2022",15,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Mohave County, AZ","04015","9th through 12th grade with no diploma","2","2023","2023",12,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Mohave County, AZ","04015","High school graduate or GED completed","3","2021","2021",17,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Mohave County, AZ","04015","High school graduate or GED completed","3","2022","2022",12,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Mohave County, AZ","04015","High school graduate or GED completed","3","2023","2023",17,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Mohave County, AZ","04015","High school graduate or GED completed","3","2024 ","2024",30,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Mohave County, AZ","04015","Not Available","10","2020","2020",11,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Navajo County, AZ","04017","9th through 12th grade with no diploma","2","2022","2022",13,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Navajo County, AZ","04017","9th through 12th grade with no diploma","2","2023","2023",14,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Navajo County, AZ","04017","High school graduate or GED completed","3","2021","2021",13,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Navajo County, AZ","04017","High school graduate or GED completed","3","2023","2023",16,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Navajo County, AZ","04017","Not Available","10","2020","2020",17,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Pima County, AZ","04019","8th grade or less","1","2022","2022",14,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Pima County, AZ","04019","8th grade or less","1","2023","2023",16,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Pima County, AZ","04019","9th through 12th grade with no diploma","2","2021","2021",57,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Pima County, AZ","04019","9th through 12th grade with no diploma","2","2022","2022",65,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Pima County, AZ","04019","9th through 12th grade with no diploma","2","2023","2023",59,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Pima County, AZ","04019","9th through 12th grade with no diploma","2","2024 ","2024",56,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Pima County, AZ","04019","High school graduate or GED completed","3","2021","2021",120,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Pima County, AZ","04019","High school graduate or GED completed","3","2022","2022",123,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Pima County, AZ","04019","High school graduate or GED completed","3","2023","2023",127,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Pima County, AZ","04019","High school graduate or GED completed","3","2024 ","2024",88,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Pima County, AZ","04019","Some college credit, but not a degree.","4","2021","2021",56,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Pima County, AZ","04019","Some college credit, but not a degree.","4","2022","2022",41,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Pima County, AZ","04019","Some college credit, but not a degree.","4","2023","2023",37,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Pima County, AZ","04019","Some college credit, but not a degree.","4","2024 ","2024",35,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Pima County, AZ","04019","Associate degree (AA,AS)","5","2021","2021",19,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Pima County, AZ","04019","Associate degree (AA,AS)","5","2022","2022",11,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Pima County, AZ","04019","Associate degree (AA,AS)","5","2023","2023",11,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Pima County, AZ","04019","Associate degree (AA,AS)","5","2024 ","2024",13,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Pima County, AZ","04019","Bachelor?s degree (BA, AB, BS)","6","2021","2021",18,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Pima County, AZ","04019","Unknown or Not Stated","9","2021","2021",14,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Pima County, AZ","04019","Unknown or Not Stated","9","2022","2022",24,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Pima County, AZ","04019","Unknown or Not Stated","9","2023","2023",34,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Pima County, AZ","04019","Unknown or Not Stated","9","2024 ","2024",10,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Pima County, AZ","04019","Not Available","10","2018","2018",48,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Pima County, AZ","04019","Not Available","10","2019","2019",90,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Pima County, AZ","04019","Not Available","10","2020","2020",209,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Pinal County, AZ","04021","9th through 12th grade with no diploma","2","2021","2021",13,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Pinal County, AZ","04021","9th through 12th grade with no diploma","2","2022","2022",23,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Pinal County, AZ","04021","9th through 12th grade with no diploma","2","2023","2023",28,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Pinal County, AZ","04021","9th through 12th grade with no diploma","2","2024 ","2024",10,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Pinal County, AZ","04021","High school graduate or GED completed","3","2021","2021",42,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Pinal County, AZ","04021","High school graduate or GED completed","3","2022","2022",34,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Pinal County, AZ","04021","High school graduate or GED completed","3","2023","2023",24,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Pinal County, AZ","04021","High school graduate or GED completed","3","2024 ","2024",33,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Pinal County, AZ","04021","Some college credit, but not a degree.","4","2021","2021",11,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Pinal County, AZ","04021","Some college credit, but not a degree.","4","2022","2022",10,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Pinal County, AZ","04021","Some college credit, but not a degree.","4","2023","2023",10,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Pinal County, AZ","04021","Not Available","10","2018","2018",10,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Pinal County, AZ","04021","Not Available","10","2019","2019",34,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Pinal County, AZ","04021","Not Available","10","2020","2020",66,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Santa Cruz County, AZ","04023","Not Available","10","2020","2020",11,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Yavapai County, AZ","04025","9th through 12th grade with no diploma","2","2021","2021",13,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Yavapai County, AZ","04025","High school graduate or GED completed","3","2021","2021",17,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Yavapai County, AZ","04025","High school graduate or GED completed","3","2022","2022",19,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Yavapai County, AZ","04025","High school graduate or GED completed","3","2023","2023",19,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Yavapai County, AZ","04025","High school graduate or GED completed","3","2024 ","2024",17,Not Applicable,Not Applicable,Not Applicable,Not Applicable
